Song Title,Primary Artist,Album/Single/EP,Apple Music URL,Artwork,Country-Restricted (Check if unavailable in certain countries)
I Think He Knows,Taylor Swift,Lover,https://geo.music.apple.com/ca/album/i-think-he-knows/1468058165?i=1468058178&app=music&at=11lt62&ct=tracklink,2021-07-11 00.18.54.jpg (https://dl.airtable.com/.attachments/bc5d7e99468a3b91f9315cd9841f1d16/ed462806/2021-07-1100.18.54.jpg),
London Boy,Taylor Swift,Lover,https://geo.music.apple.com/ca/album/london-boy/1468058165?i=1468058696&app=music&at=11lt62&ct=tracklink,2021-07-11 00.19.04.jpg (https://dl.airtable.com/.attachments/412f43da862f85e8f77dd42322f4a300/a78a276f/2021-07-1100.19.04.jpg),
Lover,Taylor Swift,Lover,https://geo.music.apple.com/ca/album/lover/1468058165?i=1468058173&app=music&at=11lt62&ct=tracklink,2021-07-11 00.19.21.jpg (https://dl.airtable.com/.attachments/0a1f4d60da31f0b8d8a25ad3160782d1/6433a6af/2021-07-1100.19.21.jpg),
ME! (feat. Brendon Urie of Panic! At the Disco),Taylor Swift,Lover,https://geo.music.apple.com/ca/album/me-feat-brendon-urie-of-panic-at-the-disco/1468058165?i=1468058706&app=music&at=11lt62&ct=tracklink,2021-07-11 00.19.29.jpg (https://dl.airtable.com/.attachments/91176f6ddd05516694ff55f1b4c5fcfa/80e3638a/2021-07-1100.19.29.jpg),
Miss Americana & The Heartbreak Prince,Taylor Swift,Lover,https://geo.music.apple.com/ca/album/miss-americana-the-heartbreak-prince/1468058165?i=1468058180&app=music&at=11lt62&ct=tracklink,2021-07-11 00.19.59.jpg (https://dl.airtable.com/.attachments/3f51761c2db3bd8a55a2f1437bdacf0e/adfcdb89/2021-07-1100.19.59.jpg),
Paper Rings,Taylor Swift,Lover,https://geo.music.apple.com/ca/album/paper-rings/1468058165?i=1468058181&app=music&at=11lt62&ct=tracklink,2021-07-11 00.19.50.jpg (https://dl.airtable.com/.attachments/19b7950d4a91dec7df764124dfe3dd5c/c0308467/2021-07-1100.19.50.jpg),
Soon You'll Get Better (feat. The Chicks),Taylor Swift,Lover,https://geo.music.apple.com/ca/album/soon-youll-get-better-feat-the-chicks/1468058165?i=1468058699&app=music&at=11lt62&ct=tracklink,2021-07-11 00.19.45.jpg (https://dl.airtable.com/.attachments/04ba609f3cb43c5074d55d222d229690/0a367ec2/2021-07-1100.19.45.jpg),
The Archer,Taylor Swift,Lover,https://geo.music.apple.com/ca/album/the-archer/1468058165?i=1468058177&app=music&at=11lt62&ct=tracklink,2021-07-11 00.19.40.jpg (https://dl.airtable.com/.attachments/be77c513d323e76c54eb2ebfc22d17eb/b14ec82a/2021-07-1100.19.40.jpg),
The Man,Taylor Swift,Lover,https://geo.music.apple.com/ca/album/the-man/1468058165?i=1468058176&app=music&at=11lt62&ct=tracklink,2021-07-11 00.19.35.jpg (https://dl.airtable.com/.attachments/88810b13d5ca294561c6896e6c7db7b3/f3e04bb7/2021-07-1100.19.35.jpg),
it's time to go (bonus track),Taylor Swift,evermore (deluxe version),https://geo.music.apple.com/ca/album/its-time-to-go-bonus-track/1547315522?i=1547316186&app=music&at=11lt62&ct=tracklink,,
right where you left me (bonus track),Taylor Swift,evermore (deluxe version),https://geo.music.apple.com/ca/album/right-where-you-left-me-bonus-track/1547315522?i=1547316004&app=music&at=11lt62&ct=tracklink,,
willow,Taylor Swift,evermore (deluxe version),https://geo.music.apple.com/ca/album/willow/1547315522?i=1547315523&app=music&at=11lt62&ct=tracklink,,
Breathe (Taylor’s Version) [feat. Colbie Caillat],Taylor Swift,Fearless (Taylor's Version),https://geo.music.apple.com/ca/album/breathe-taylors-version-feat-colbie-caillat/1552791073?i=1552791568&app=music&at=11lt62&ct=tracklink,2021-07-11 19.59.56.jpg (https://dl.airtable.com/.attachments/4de7a3d4cde818bf674676bd53195a56/4bc8bfff/2021-07-1119.59.56.jpg),
Bye Bye Baby (Taylor’s Version) [From The Vault],Taylor Swift,Fearless (Taylor's Version),https://geo.music.apple.com/ca/album/bye-bye-baby-taylors-version-from-the-vault/1552791073?i=1552792518&app=music&at=11lt62&ct=tracklink,2021-07-11 20.00.00.jpg (https://dl.airtable.com/.attachments/cff75a05ea68d1e5da9787343f298b39/f84329ca/2021-07-1120.00.00.jpg),
Change (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),https://geo.music.apple.com/ca/album/change-taylors-version/1552791073?i=1552791966&app=music&at=11lt62&ct=tracklink,2021-07-11 20.00.05.jpg (https://dl.airtable.com/.attachments/47a7a41efabd9aaa705f12c52b1d0650/704eab49/2021-07-1120.00.05.jpg),
Come In With The Rain (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),https://geo.music.apple.com/ca/album/come-in-with-the-rain-taylors-version/1552791073?i=1552791988&app=music&at=11lt62&ct=tracklink,2021-07-11 20.00.09.jpg (https://dl.airtable.com/.attachments/be71a3340e361beed5dd29ccb98a0bec/06d6b9e9/2021-07-1120.00.09.jpg),
Don’t You (Taylor’s Version) [From The Vault],Taylor Swift,Fearless (Taylor's Version),https://geo.music.apple.com/ca/album/dont-you-taylors-version-from-the-vault/1552791073?i=1552792508&app=music&at=11lt62&ct=tracklink,2021-07-11 20.00.37.jpg (https://dl.airtable.com/.attachments/272c8bef16fe11c8572fc58d6c9f8343/69e239c8/2021-07-1120.00.37.jpg),
Fearless (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),https://geo.music.apple.com/ca/album/fearless-taylors-version/1552791073?i=1552791228&app=music&at=11lt62&ct=tracklink,2021-07-11 20.00.42.jpg (https://dl.airtable.com/.attachments/e03cdc59e65b507fb500531e5df1bd3c/bd348637/2021-07-1120.00.42.jpg),
Fifteen (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),https://geo.music.apple.com/ca/album/fifteen-taylors-version/1552791073?i=1552791240&app=music&at=11lt62&ct=tracklink,2021-07-11 20.00.47.jpg (https://dl.airtable.com/.attachments/9b0f282ac4aad8df4c11667a702c79f7/4f3bf2c2/2021-07-1120.00.47.jpg),
Forever & Always (Piano Version) [Taylor’s Version],Taylor Swift,Fearless (Taylor's Version),https://geo.music.apple.com/ca/album/forever-always-piano-version-taylors-version/1552791073?i=1552791985&app=music&at=11lt62&ct=tracklink,2021-07-11 20.00.58.jpg (https://dl.airtable.com/.attachments/21a2753eb6c8831f5ec497110747cc8f/b5e05ed9/2021-07-1120.00.58.jpg),
Forever & Always (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),https://geo.music.apple.com/ca/album/forever-always-taylors-version/1552791073?i=1552791766&app=music&at=11lt62&ct=tracklink,2021-07-11 20.01.04.jpg (https://dl.airtable.com/.attachments/6e967fe4a40a34600ab6a78c78fa3527/d56b8eb0/2021-07-1120.01.04.jpg),
Jump Then Fall (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),https://geo.music.apple.com/ca/album/jump-then-fall-taylors-version/1552791073?i=1552791976&app=music&at=11lt62&ct=tracklink,2021-07-11 20.01.13.jpg (https://dl.airtable.com/.attachments/63b3d3e4eb60551351ae703282b614fa/8be3758d/2021-07-1120.01.13.jpg),
Love Story (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),https://geo.music.apple.com/ca/album/love-story-taylors-version/1552791073?i=1552791427&app=music&at=11lt62&ct=tracklink,2021-07-11 20.01.18.jpg (https://dl.airtable.com/.attachments/2eedffe364ebea2db1b1b7555081fd02/d352e160/2021-07-1120.01.18.jpg),
Superstar (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),https://geo.music.apple.com/ca/album/superstar-taylors-version/1552791073?i=1552791992&app=music&at=11lt62&ct=tracklink,2021-07-11 20.01.23.jpg (https://dl.airtable.com/.attachments/ad302db787e325e994b280c13456deb8/9d253fa7/2021-07-1120.01.23.jpg),
Tell Me Why (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),https://geo.music.apple.com/ca/album/tell-me-why-taylors-version/1552791073?i=1552791572&app=music&at=11lt62&ct=tracklink,2021-07-11 20.01.27.jpg (https://dl.airtable.com/.attachments/88fa759317dd52aabae90401d3fece01/9a3084f1/2021-07-1120.01.27.jpg),
The Best Day (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),https://geo.music.apple.com/ca/album/the-best-day-taylors-version/1552791073?i=1552791777&app=music&at=11lt62&ct=tracklink,2021-07-11 20.01.37.jpg (https://dl.airtable.com/.attachments/8956c40af1e155532596e546db859f49/08219ece/2021-07-1120.01.37.jpg),
The Other Side Of The Door (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),https://geo.music.apple.com/ca/album/the-other-side-of-the-door-taylors-version/1552791073?i=1552792296&app=music&at=11lt62&ct=tracklink,2021-07-11 20.01.42.jpg (https://dl.airtable.com/.attachments/de63836918aebf1ba9016872f0d5db78/124244fe/2021-07-1120.01.42.jpg),
The Way I Loved You (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),https://geo.music.apple.com/ca/album/the-way-i-loved-you-taylors-version/1552791073?i=1552791761&app=music&at=11lt62&ct=tracklink,2021-07-11 20.01.48.jpg (https://dl.airtable.com/.attachments/297d9d9b390f78764d3b2dc181b6780e/7158aa0a/2021-07-1120.01.48.jpg),
We Were Happy (Taylor’s Version) [From The Vault],Taylor Swift,Fearless (Taylor's Version),https://geo.music.apple.com/ca/album/we-were-happy-taylors-version-from-the-vault/1552791073?i=1552792315&app=music&at=11lt62&ct=tracklink,2021-07-11 20.01.53.jpg (https://dl.airtable.com/.attachments/699d0d58c7ea418550766f3808af4153/e3518a39/2021-07-1120.01.53.jpg),
Broke (feat. Thomas Rhett),Teddy Swims,Broke (feat. Thomas Rhett) - Single,https://geo.music.apple.com/ca/album/broke-feat-thomas-rhett/1535685748?i=1535685751&app=music&at=11lt62&ct=tracklink,,
Bed on Fire,Teddy Swims,Unlearning,https://geo.music.apple.com/ca/album/bed-on-fire/1565824477?i=1565824479&app=music&at=11lt62&ct=tracklink,,
L.I.F.E.,Teddy Swims,Unlearning,https://geo.music.apple.com/ca/album/l-i-f-e/1565824477?i=1565824478&app=music&at=11lt62&ct=tracklink,,
Somebody Should Kiss You,Teddy Swims,Unlearning,https://geo.music.apple.com/ca/album/somebody-should-kiss-you/1565824477?i=1565824483&app=music&at=11lt62&ct=tracklink,,
Will It Find Me,Teddy Swims,Unlearning,https://geo.music.apple.com/ca/album/will-it-find-me/1565824477?i=1565824485&app=music&at=11lt62&ct=tracklink,,
Til I Change Your Mind,Teddy Swims,Til I Change Your Mind - Single,https://geo.music.apple.com/ca/album/til-i-change-your-mind/1555773333?i=1555773334&app=music&at=11lt62&ct=tracklink,,
Made It,Teyana Taylor,Made It - Single,https://geo.music.apple.com/ca/album/made-it/1514040947?i=1514040950&app=music&at=11lt62&ct=tracklink,,
Bare Wit Me,Teyana Taylor,Bare Wit Me - Single,https://geo.music.apple.com/ca/album/bare-wit-me/1514522262?i=1514522263&app=music&at=11lt62&ct=tracklink,,
Wake Up Love (feat. Iman),Teyana Taylor,Wake Up Love (feat. Iman) - Single,https://geo.music.apple.com/ca/album/wake-up-love-feat-iman/1515837867?i=1515838266&app=music&at=11lt62&ct=tracklink,,
Boomin (feat. Missy Elliott & Future),Teyana Taylor,The Album,https://geo.music.apple.com/ca/album/boomin-feat-missy-elliott-future/1518301128?i=1518301144&app=music&at=11lt62&ct=tracklink,,
Concrete,Teyana Taylor,The Album,https://geo.music.apple.com/ca/album/concrete/1518301128?i=1518301858&app=music&at=11lt62&ct=tracklink,,
Ever Ever,Teyana Taylor,The Album,https://geo.music.apple.com/ca/album/ever-ever/1518301128?i=1518301860&app=music&at=11lt62&ct=tracklink,,
Friends,Teyana Taylor,The Album,https://geo.music.apple.com/ca/album/friends/1518301128?i=1518301865&app=music&at=11lt62&ct=tracklink,,
Intro,Teyana Taylor,The Album,https://geo.music.apple.com/ca/album/intro/1518301128?i=1518301129&app=music&at=11lt62&ct=tracklink,,
Killa (feat. Davido),Teyana Taylor,The Album,https://geo.music.apple.com/ca/album/killa-feat-davido/1518301128?i=1518301840&app=music&at=11lt62&ct=tracklink,,
Let's Build (feat. Quavo),Teyana Taylor,The Album,https://geo.music.apple.com/ca/album/lets-build-feat-quavo/1518301128?i=1518301137&app=music&at=11lt62&ct=tracklink,,
Wrong Bitch,Teyana Taylor,The Album,https://geo.music.apple.com/ca/album/wrong-bitch/1518301128?i=1518301852&app=music&at=11lt62&ct=tracklink,,
How You Want It? (feat. King Combs),Teyana Taylor,How You Want It? (feat. King Combs) - Single,https://geo.music.apple.com/ca/album/how-you-want-it-feat-king-combs/1474402479?i=1474402488&app=music&at=11lt62&ct=tracklink,,
Jessica,The Allman Brothers Band,A Decade of Hits 1969-1979,https://geo.music.apple.com/ca/album/jessica/1415195317?i=1415195538&app=music&at=11lt62&ct=tracklink,,
High Steppin',The Avett Brothers,High Steppin' - Single,https://geo.music.apple.com/ca/album/high-steppin/1464919168?i=1464919171&app=music&at=11lt62&ct=tracklink,,
Up On Cripple Creek,The Band,Best of the Band,https://geo.music.apple.com/ca/album/up-on-cripple-creek/716292773?i=716292918&app=music&at=11lt62&ct=tracklink,,
Sgt. Pepper's Lonely Hearts Club Band (2017 Remix),The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),https://geo.music.apple.com/ca/album/sgt-peppers-lonely-hearts-club-band-2017-remix/1440881011?i=1440881016&app=music&at=11lt62&ct=tracklink,,
A Day In The Life (Remix),The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Remix),https://geo.music.apple.com/ca/album/a-day-in-the-life-remix/1573250333?i=1573252107&app=music&at=11lt62&ct=tracklink,,
Being For The Benefit Of Mr. Kite! (Remix),The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Remix),https://geo.music.apple.com/ca/album/being-for-the-benefit-of-mr-kite-remix/1573250333?i=1573251235&app=music&at=11lt62&ct=tracklink,,
Fixing A Hole (Remix),The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Remix),https://geo.music.apple.com/ca/album/fixing-a-hole-remix/1573250333?i=1573250884&app=music&at=11lt62&ct=tracklink,,
Getting Better (Remix),The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Remix),https://geo.music.apple.com/ca/album/getting-better-remix/1573250333?i=1573250871&app=music&at=11lt62&ct=tracklink,,
Good Morning Good Morning (Remix),The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Remix),https://geo.music.apple.com/ca/album/good-morning-good-morning-remix/1573250333?i=1573251683&app=music&at=11lt62&ct=tracklink,,
Lovely Rita (Remix),The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Remix),https://geo.music.apple.com/ca/album/lovely-rita-remix/1573250333?i=1573251677&app=music&at=11lt62&ct=tracklink,,
Lucy In The Sky With Diamonds (Remix),The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Remix),https://geo.music.apple.com/ca/album/lucy-in-the-sky-with-diamonds-remix/1573250333?i=1573250861&app=music&at=11lt62&ct=tracklink,,
Sgt. Pepper's Lonely Hearts Club Band (Reprise) [Remix],The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Remix),https://geo.music.apple.com/ca/album/sgt-peppers-lonely-hearts-club-band-reprise-remix/1573250333?i=1573252088&app=music&at=11lt62&ct=tracklink,,
She's Leaving Home (Remix),The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Remix),https://geo.music.apple.com/ca/album/shes-leaving-home-remix/1573250333?i=1573251220&app=music&at=11lt62&ct=tracklink,,
When I'm Sixty-Four (Remix),The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Remix),https://geo.music.apple.com/ca/album/when-im-sixty-four-remix/1573250333?i=1573251670&app=music&at=11lt62&ct=tracklink,,
With A Little Help From My Friends (Remix),The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Remix),https://geo.music.apple.com/ca/album/with-a-little-help-from-my-friends-remix/1573250333?i=1573250550&app=music&at=11lt62&ct=tracklink,,
Within You Without You (Remix),The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Remix),https://geo.music.apple.com/ca/album/within-you-without-you-remix/1573250333?i=1573251475&app=music&at=11lt62&ct=tracklink,,
Because (2019 Mix),The Beatles,Abbey Road (2019 Mix),https://geo.music.apple.com/ca/album/because-2019-mix/1474815798?i=1474815899&app=music&at=11lt62&ct=tracklink,,
Carry That Weight (2019 Mix),The Beatles,Abbey Road (2019 Mix),https://geo.music.apple.com/ca/album/carry-that-weight-2019-mix/1474815798?i=1474815906&app=music&at=11lt62&ct=tracklink,,
Come Together (2019 Mix),The Beatles,Abbey Road (2019 Mix),https://geo.music.apple.com/ca/album/come-together-2019-mix/1474815798?i=1474815799&app=music&at=11lt62&ct=tracklink,,
Golden Slumbers (2019 Mix),The Beatles,Abbey Road (2019 Mix),https://geo.music.apple.com/ca/album/golden-slumbers-2019-mix/1474815798?i=1474815905&app=music&at=11lt62&ct=tracklink,,
Her Majesty (2019 Mix),The Beatles,Abbey Road (2019 Mix),https://geo.music.apple.com/ca/album/her-majesty-2019-mix/1474815798?i=1474815908&app=music&at=11lt62&ct=tracklink,,
Here Comes the Sun (2019 Mix),The Beatles,Abbey Road (2019 Mix),https://geo.music.apple.com/ca/album/here-comes-the-sun-2019-mix/1474815798?i=1474815898&app=music&at=11lt62&ct=tracklink,,
I Want You (She's So Heavy) [2019 Mix],The Beatles,Abbey Road (2019 Mix),https://geo.music.apple.com/ca/album/i-want-you-shes-so-heavy-2019-mix/1474815798?i=1474815897&app=music&at=11lt62&ct=tracklink,,
Maxwell's Silver Hammer (2019 Mix),The Beatles,Abbey Road (2019 Mix),https://geo.music.apple.com/ca/album/maxwells-silver-hammer-2019-mix/1474815798?i=1474815803&app=music&at=11lt62&ct=tracklink,,
Mean Mr. Mustard (2019 Mix),The Beatles,Abbey Road (2019 Mix),https://geo.music.apple.com/ca/album/mean-mr-mustard-2019-mix/1474815798?i=1474815902&app=music&at=11lt62&ct=tracklink,,
Octopus's Garden (2019 Mix),The Beatles,Abbey Road (2019 Mix),https://geo.music.apple.com/ca/album/octopuss-garden-2019-mix/1474815798?i=1474815805&app=music&at=11lt62&ct=tracklink,,
Oh! Darling (2019 Mix),The Beatles,Abbey Road (2019 Mix),https://geo.music.apple.com/ca/album/oh-darling-2019-mix/1474815798?i=1474815804&app=music&at=11lt62&ct=tracklink,,
Polythene Pam (2019 Mix),The Beatles,Abbey Road (2019 Mix),https://geo.music.apple.com/ca/album/polythene-pam-2019-mix/1474815798?i=1474815903&app=music&at=11lt62&ct=tracklink,,
She Came In Through the Bathroom Window (2019 Mix),The Beatles,Abbey Road (2019 Mix),https://geo.music.apple.com/ca/album/she-came-in-through-the-bathroom-window-2019-mix/1474815798?i=1474815904&app=music&at=11lt62&ct=tracklink,,
Something (2019 Mix),The Beatles,Abbey Road (2019 Mix),https://geo.music.apple.com/ca/album/something-2019-mix/1474815798?i=1474815801&app=music&at=11lt62&ct=tracklink,,
Sun King (2019 Mix),The Beatles,Abbey Road (2019 Mix),https://geo.music.apple.com/ca/album/sun-king-2019-mix/1474815798?i=1474815901&app=music&at=11lt62&ct=tracklink,,
The End (2019 Mix),The Beatles,Abbey Road (2019 Mix),https://geo.music.apple.com/ca/album/the-end-2019-mix/1474815798?i=1474815907&app=music&at=11lt62&ct=tracklink,,
You Never Give Me Your Money (2019 Mix),The Beatles,Abbey Road (2019 Mix),https://geo.music.apple.com/ca/album/you-never-give-me-your-money-2019-mix/1474815798?i=1474815900&app=music&at=11lt62&ct=tracklink,,
Linger,The Cranberries,"""Everybody Else Is Doing It, So Why Can't We? (Super Deluxe)""",https://geo.music.apple.com/ca/album/linger/1433942409?i=1433942607&app=music&at=11lt62&ct=tracklink,,
Riders On The Storm,The Doors,Riders On The Storm - Single,https://geo.music.apple.com/ca/album/riders-on-the-storm/1561035120?i=1561035121&app=music&at=11lt62&ct=tracklink,,
It's Forever,The Ebonys,Modus Vivendi,https://geo.music.apple.com/ca/album/its-forever/1495833777?i=1495834630&app=music&at=11lt62&ct=tracklink,,
Centerfold,The J. Geils Band,Freeze Frame,https://geo.music.apple.com/ca/album/centerfold/1452302453?i=1452302709&app=music&at=11lt62&ct=tracklink,,
Carnival of the Animals: I. Introduction and Royal March of the Lion,The Kanneh-Masons,Carnival,https://geo.music.apple.com/ca/album/carnival-animals-i-introduction-royal-march-lion/1529334526?i=1529334817&app=music&at=11lt62&ct=tracklink,,
Carnival of the Animals: II. Hens and Roosters,The Kanneh-Masons,Carnival,https://geo.music.apple.com/ca/album/carnival-of-the-animals-ii-hens-and-roosters/1529334526?i=1529334824&app=music&at=11lt62&ct=tracklink,,
Carnival of the Animals: IV. Tortoises,The Kanneh-Masons,Carnival,https://geo.music.apple.com/ca/album/carnival-of-the-animals-iv-tortoises/1529334526?i=1529334845&app=music&at=11lt62&ct=tracklink,,
Carnival of the Animals: VII. Aquarium,The Kanneh-Masons,Carnival,https://geo.music.apple.com/ca/album/carnival-of-the-animals-vii-aquarium/1529334526?i=1529335141&app=music&at=11lt62&ct=tracklink,,
Carnival of the Animals: X. Aviary,The Kanneh-Masons,Carnival,https://geo.music.apple.com/ca/album/carnival-of-the-animals-x-aviary/1529334526?i=1529335484&app=music&at=11lt62&ct=tracklink,,
Carnival of the Animals: XI. Pianists,The Kanneh-Masons,Carnival,https://geo.music.apple.com/ca/album/carnival-of-the-animals-xi-pianists/1529334526?i=1529335486&app=music&at=11lt62&ct=tracklink,,
Carnival of the Animals: XII. Fossils,The Kanneh-Masons,Carnival,https://geo.music.apple.com/ca/album/carnival-of-the-animals-xii-fossils/1529334526?i=1529335497&app=music&at=11lt62&ct=tracklink,,
Carnival of the Animals: XIV. Finale,The Kanneh-Masons,Carnival,https://geo.music.apple.com/ca/album/carnival-of-the-animals-xiv-finale/1529334526?i=1529335705&app=music&at=11lt62&ct=tracklink,,
Redemption Song (Arr. Kanneh-Mason),The Kanneh-Masons,Carnival,https://geo.music.apple.com/ca/album/redemption-song-arr-kanneh-mason/1529334526?i=1529336646&app=music&at=11lt62&ct=tracklink,,
The Seal Lullaby (Arr. Parkin),The Kanneh-Masons,Carnival,https://geo.music.apple.com/ca/album/the-seal-lullaby-arr-parkin/1529334526?i=1529336335&app=music&at=11lt62&ct=tracklink,,
Calling U Back,The Marías,CINEMA,https://geo.music.apple.com/ca/album/calling-u-back/1563957170?i=1563957172&app=music&at=11lt62&ct=tracklink,,
Fog as a Bullet,The Marías,CINEMA,https://geo.music.apple.com/ca/album/fog-as-a-bullet/1563957170?i=1563957182&app=music&at=11lt62&ct=tracklink,,
Hable con Ella,The Marías,CINEMA,https://geo.music.apple.com/ca/album/hable-con-ella/1563957170?i=1563957175&app=music&at=11lt62&ct=tracklink,,
Heavy,The Marías,CINEMA,https://geo.music.apple.com/ca/album/heavy/1563957170?i=1563957177&app=music&at=11lt62&ct=tracklink,,
Hush,The Marías,CINEMA,https://geo.music.apple.com/ca/album/hush/1563957170?i=1563957173&app=music&at=11lt62&ct=tracklink,,
Just a Feeling,The Marías,CINEMA,https://geo.music.apple.com/ca/album/just-a-feeling/1563957170?i=1563957171&app=music&at=11lt62&ct=tracklink,,
Spin Me Around,The Marías,CINEMA,https://geo.music.apple.com/ca/album/spin-me-around/1563957170?i=1563957179&app=music&at=11lt62&ct=tracklink,,
Talk to Her,The Marías,CINEMA,https://geo.music.apple.com/ca/album/talk-to-her/1563957170?i=1563957183&app=music&at=11lt62&ct=tracklink,,
The Mice Inside This Room,The Marías,CINEMA,https://geo.music.apple.com/ca/album/the-mice-inside-this-room/1563957170?i=1563957180&app=music&at=11lt62&ct=tracklink,,
Un Millón,The Marías,CINEMA,https://geo.music.apple.com/ca/album/un-mill%C3%B3n/1563957170?i=1563957178&app=music&at=11lt62&ct=tracklink,,
You've Really Got a Hold On Me,The Miracles,Depend On Me (The Early Albums),https://geo.music.apple.com/ca/album/youve-really-got-a-hold-on-me/1443918740?i=1443921040&app=music&at=11lt62&ct=tracklink,,
Breathe (feat. RZA) [Liam H and Rene LaVice Re-Amp],The Prodigy,F9: The Fast Saga (Original Motion Picture Soundtrack),https://geo.music.apple.com/ca/album/breathe-feat-rza-liam-h-and-rene-lavice-re-amp/1569423035?i=1569423444&app=music&at=11lt62&ct=tracklink,2021-07-11 22.29.57.jpg (https://dl.airtable.com/.attachments/616b28a204f26909a70ec6ae9e656103/5e4f9418/2021-07-1122.29.57.jpg),
Don't Cha (feat. Busta Rhymes) [More Booty Mix],The Pussycat Dolls,Don't Cha - Single,https://geo.music.apple.com/ca/album/dont-cha-feat-busta-rhymes-more-booty-mix/1455130392?i=1455130398&app=music&at=11lt62&ct=tracklink,,
Valentine,The Replacements,Pleased to Meet Me (Expanded Edition),https://geo.music.apple.com/ca/album/valentine/290652236?i=290652283&app=music&at=11lt62&ct=tracklink,,
I'll Be You,The Replacements,Don't You Know Who I Think I Was? - The Best of the Replacements,https://geo.music.apple.com/ca/album/ill-be-you/159371916?i=159372039&app=music&at=11lt62&ct=tracklink,,
Alex Chilton,The Replacements,Pleased To Meet Me,https://geo.music.apple.com/ca/album/alex-chilton/698654479?i=698654487&app=music&at=11lt62&ct=tracklink,,
Can't Hardly Wait,The Replacements,Pleased To Meet Me,https://geo.music.apple.com/ca/album/cant-hardly-wait/698654479?i=698655384&app=music&at=11lt62&ct=tracklink,,
I Don't Know,The Replacements,Pleased To Meet Me,https://geo.music.apple.com/ca/album/i-dont-know/698654479?i=698655374&app=music&at=11lt62&ct=tracklink,,
I. O. U.,The Replacements,Pleased To Meet Me,https://geo.music.apple.com/ca/album/i-o-u/698654479?i=698654485&app=music&at=11lt62&ct=tracklink,,
Never Mind,The Replacements,Pleased To Meet Me,https://geo.music.apple.com/ca/album/never-mind/698654479?i=698655377&app=music&at=11lt62&ct=tracklink,,
Nightclub Jitters,The Replacements,Pleased To Meet Me,https://geo.music.apple.com/ca/album/nightclub-jitters/698654479?i=698655375&app=music&at=11lt62&ct=tracklink,,
Red Red Wine,The Replacements,Pleased To Meet Me,https://geo.music.apple.com/ca/album/red-red-wine/698654479?i=698655381&app=music&at=11lt62&ct=tracklink,,
Shooting Dirty Pool,The Replacements,Pleased To Meet Me,https://geo.music.apple.com/ca/album/shooting-dirty-pool/698654479?i=698655379&app=music&at=11lt62&ct=tracklink,,
Skyway,The Replacements,Pleased To Meet Me,https://geo.music.apple.com/ca/album/skyway/698654479?i=698655382&app=music&at=11lt62&ct=tracklink,,
The Ledge,The Replacements,Pleased To Meet Me,https://geo.music.apple.com/ca/album/the-ledge/698654479?i=698655376&app=music&at=11lt62&ct=tracklink,,
100 Years Ago (2020),The Rolling Stones,Goats Head Soup (2020),https://geo.music.apple.com/ca/album/100-years-ago-2020/1521993582?i=1521993594&app=music&at=11lt62&ct=tracklink,,
Angie (2020),The Rolling Stones,Goats Head Soup (2020),https://geo.music.apple.com/ca/album/angie-2020/1521993582?i=1521993600&app=music&at=11lt62&ct=tracklink,,
Can You Hear The Music (2020),The Rolling Stones,Goats Head Soup (2020),https://geo.music.apple.com/ca/album/can-you-hear-the-music-2020/1521993582?i=1521993937&app=music&at=11lt62&ct=tracklink,,
Coming Down Again (2020),The Rolling Stones,Goats Head Soup (2020),https://geo.music.apple.com/ca/album/coming-down-again-2020/1521993582?i=1521993595&app=music&at=11lt62&ct=tracklink,,
Dancing With Mr D (2020),The Rolling Stones,Goats Head Soup (2020),https://geo.music.apple.com/ca/album/dancing-with-mr-d-2020/1521993582?i=1521993592&app=music&at=11lt62&ct=tracklink,,
Doo Doo Doo Doo Doo (Heartbreaker) [2020],The Rolling Stones,Goats Head Soup (2020),https://geo.music.apple.com/ca/album/doo-doo-doo-doo-doo-heartbreaker-2020/1521993582?i=1521993598&app=music&at=11lt62&ct=tracklink,,
